0.25776654	0.11450983	-0.1517131	-0.39295664	1.5478504	-1.0262794	4.1918435	-2.3805335	0.6945474	0.11529588	-0.46991056	2.1124506	-1.3305757	2.3954005	2.457876	-0.70976
0.45382684	-1.1857215	-0.18168706	1.9437796	0.66035944	-3.325239	2.0967307	-2.5966818	1.7681683	-1.4385829	-0.8801551	-3.3740435	-0.4535686	-1.7537031	-0.03674438	-0.718192
2.9367049	-1.3961661	0.20663282	-1.6237701	1.0566525	-0.6804965	1.8683515	-1.8839678	-0.8176704	-1.1824106	-0.60311913	0.4143023	1.7920139	1.5527475	1.4352914	-1.7362586
-0.4379112	-1.3108605	-0.87506527	-0.72091407	1.2715676	-0.3913142	2.614668	-3.9150312	0.79889894	0.26106688	1.1888798	-1.8901446	0.21160622	-0.2507156	1.8277941	-0.2251005
-1.7173935	-1.9562802	0.6100823	2.8800697	-1.2686579	-1.8487375	1.3300977	-1.8337106	-0.010872131	-0.32690886	0.604989	-1.4517553	-0.4707201	3.6520188	3.0869586	-0.36002737
0.4380784	-0.76045847	-0.44944277	1.2993555	0.2385484	-3.26118	1.7340611	-1.7724849	1.497956	-1.9218198	-0.54347885	-3.028843	-0.8573542	-1.3539038	-0.109582685	-0.9315093
0.31616366	0.4021252	-0.28149566	0.06065419	0.8658273	-0.14537162	2.3590107	-1.2324041	-1.2153232	1.2290448	-2.4174285	-2.00911	0.8750453	2.9178078	1.0923681	1.2000035
-1.9021086	-1.7115612	0.9010985	2.5266607	-1.5759268	-1.5462695	1.6236111	-2.0739167	0.41816267	0.03934735	0.7741873	-1.1462717	-0.025681496	3.1851006	2.8453133	-0.6399128
1.1297797	-1.7562438	-1.0845988	-1.0780767	-0.50710505	-2.526019	0.77741194	-1.2510189	0.40477043	-1.9911413	2.5435073	0.08848018	-0.9054731	-0.029509708	2.5083642	-2.106837
0.08095885	1.9187862	0.8764611	-1.1088202	1.0447065	1.2954714	3.7430987	-2.5122168	-1.0443559	1.0628052	1.7956152	-0.30555898	0.39271167	-1.265856	1.5893816	-0.2173769
